dz2011,dz2011name,iz2011,iz2011name,hb2019,hb2019name,hb2018,hb2014,hscp2019,hscp2019name,hscp2018,hscp2016,ca2019,ca2019name,ca2018,ca2011,simd2020_rank,simd2020_sc_decile,simd2020_sc_quintile,simd2020_hb2019_decile,simd2020_hb2019_quintile,simd2020_hscp2019_decile,simd2020_hscp2019_quintile,simd2020_ca2019_decile,simd2020_ca2019_quintile,simd2020tp15,simd2020bt15,simd2020_educ_rank,simd2020_emp_rate,simd2020_emp_dep_n,simd2020_emp_rank,simd2020_hlth_rank,simd2020_house_rank,simd2020_inc_rate,simd2020_inc_dep_n,simd2020_inc_rank,simd2020_access_rank,simd2020_crime_rate,simd2020_crime_count,simd2020_crime_rank,pop_2017
S01012721,Laighstonehall - 01,S02002385,Laighstonehall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3740,6,3,7,4,6,3,6,3,0,0,3093,0.07,27,3561,2819,3718,0.1,62,3185,5633,81.914311,5.021347,5495,613
S01012722,Laighstonehall - 02,S02002385,Laighstonehall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,616,1,1,1,1,1,1,1,1,1,0,1586,0.24,111,344,352,1395,0.25,180,885,4661,476.887728,34.145161,1112,716
S01012723,Laighstonehall - 03,S02002385,Laighstonehall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,477,1,1,1,1,1,1,1,1,1,0,869,0.23,94,382,441,932,0.28,174,650,3683,683.284594,43.183586,542,632
S01012724,Laighstonehall - 04,S02002385,Laighstonehall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1960,3,2,4,2,4,2,4,2,0,0,1917,0.13,64,1960,2480,3467,0.16,127,2052,3163,663.442253,51.217742,574,772
S01012725,Laighstonehall - 05,S02002385,Laighstonehall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3126,5,3,6,3,5,3,5,3,0,0,4378,0.11,69,2468,2967,3977,0.14,130,2722,5043,294.411239,27.115275,2287,921
S01012726,Fairhill - 01,S02002386,Fairhill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2862,4,2,6,3,5,3,5,3,0,0,1750,0.07,27,3658,1979,1999,0.12,75,2755,3723,96.409867,6.025617,5187,625
S01012727,Fairhill - 02,S02002386,Fairhill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,355,1,1,1,1,1,1,1,1,1,0,229,0.19,86,734,378,714,0.33,233,267,3484,378.70496,27.115275,1627,716
S01012728,Fairhill - 03,S02002386,Fairhill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,109,1,1,1,1,1,1,1,1,1,0,76,0.24,109,357,224,1336,0.4,306,46,3884,698.507623,53.226281,511,762
S01012729,Woodhead and Meikle Earnock - 01,S02002387,Woodhead and Meikle Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2808,4,2,6,3,5,3,5,3,0,0,3033,0.11,58,2394,3038,4406,0.12,97,2996,2180,200.85389,16.068311,3390,800
S01012730,Woodhead and Meikle Earnock - 02,S02002387,Woodhead and Meikle Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1124,2,1,3,2,2,1,2,1,0,0,1177,0.15,50,1357,1284,1895,0.23,127,855,1784,144.499201,8.034156,4270,556
S01012731,Woodhead and Meikle Earnock - 03,S02002387,Woodhead and Meikle Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1659,3,2,4,2,3,2,3,2,0,0,1125,0.12,57,2239,1464,1149,0.2,151,1516,2555,129.750575,10.042694,4567.5,774
S01012732,Woodhead and Meikle Earnock - 04,S02002387,Woodhead and Meikle Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1785,3,2,4,2,3,2,3,2,0,0,1513,0.13,47,1903,2189,1499,0.16,102,1768.5,2335,293.555685,19.08112,2295,650
S01012733,Little Earnock - 01,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5545,8,4,9,5,9,5,9,5,0,0,5949,0.03,21,6034,6023,6762,0.03,30,6225.5,467,53.704249,6.025617,6092,1122
S01012734,Little Earnock - 02,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6182,9,5,10,5,10,5,10,5,0,1,5927,0.01,6,6807,6520,6934,0.02,13,6521,919,109.329489,7.029886,4946,643
S01012735,Little Earnock - 03,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2429,4,2,5,3,4,2,4,2,0,0,3029,0.11,30,2437,2787,2875,0.13,59,2558,1010,131.277052,6.025617,4532,459
S01012736,Little Earnock - 04,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3390,5,3,7,4,6,3,6,3,0,0,2936,0.07,40,3753,2649,3854,0.11,98,3254,2438,119.297667,11.046964,4762,926
S01012737,Little Earnock - 05,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4185,6,3,7,4,7,4,7,4,0,0,4688,0.05,28,4412,3344,5162,0.1,79,3513,2293,111.447904,9.038425,4913,811
S01012738,Little Earnock - 06,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1195,2,1,3,2,2,1,2,1,0,0,1412,0.16,59,1284,579,3666,0.21,120,1389.5,2006,171.963947,10.042694,3831,584
S01012739,Little Earnock - 07,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6440,10,5,10,5,10,5,10,5,0,1,6260,0.01,5,6946,6648,6705,0.01,10,6877,875,NA,NA,6928,913
S01012740,Little Earnock - 08,S02002388,Little Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5158,8,4,9,5,8,4,8,4,0,0,4858,0.03,20,5895,4906,6675,0.04,45,5411,759,70.018786,7.029886,5734,1004
S01012741,Earnock - 01,S02002389,Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5896,9,5,10,5,9,5,9,5,0,0,5724,0.03,11,5687,5579,5396,0.02,11,6480,1225,NA,NA,6717,511
S01012742,Earnock - 02,S02002389,Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6235,9,5,10,5,10,5,10,5,0,1,5891,0.03,11,5959,5615,5462,0.03,21,5737,3020,76.196468,5.021347,5606.5,659
S01012743,Earnock - 03,S02002389,Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6265,9,5,10,5,10,5,10,5,0,1,4896,0.03,9,6070,5034,6712,0.02,13,6185,3375,NA,NA,6413,529
S01012744,Earnock - 04,S02002389,Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5879,9,5,10,5,9,5,9,5,0,0,5427,0.03,12,6023.5,5177,5616,0.03,18,6126,1460,NA,NA,6523,625
S01012745,Earnock - 05,S02002389,Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6665,10,5,10,5,10,5,10,5,0,1,5555,0.02,12,6503,5331,6161.5,0.03,27,6055,4530,30.128083,3.012808,6565,1000
S01012746,Earnock - 06,S02002389,Earnock,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4591,7,4,8,4,7,4,7,4,0,0,4986,0.05,27,4468,4209,2889,0.07,53,4403,1549,53.418588,4.017078,6099,752
S01012747,Hillhouse - 01,S02002390,Hillhouse,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2709,4,2,6,3,5,3,5,3,0,0,1595,0.1,52,2815,3151,2390,0.13,115,2596,4016,152.69594,13.055503,4138,855
S01012748,Hillhouse - 02,S02002390,Hillhouse,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,159,1,1,1,1,1,1,1,1,1,0,98,0.26,131,234,258,554,0.36,288,169,4941,668.67187,53.226281,566,796
S01012749,Hillhouse - 03,S02002390,Hillhouse,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,599,1,1,1,1,1,1,1,1,1,0,249,0.19,116,768,787,640,0.27,249,749,2493,292.821546,27.115275,2310,926
S01012750,Hillhouse - 04,S02002390,Hillhouse,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,990,2,1,2,1,2,1,2,1,1,0,764,0.15,81,1535.5,850,1023,0.26,216,874,3502,449.310395,37.15797,1240,827
S01012751,Hillhouse - 05,S02002390,Hillhouse,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1223,2,1,3,2,2,1,2,1,0,0,1699,0.18,89,916,1488,1341,0.2,163,1343,3195,453.053887,36.1537,1223,798
S01012752,High Blantyre - 01,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1764,3,2,4,2,3,2,3,2,0,0,1298,0.12,65,2059,2143,1529,0.18,152,1674,2897,350.045842,29.123814,1820,832
S01012753,High Blantyre - 02,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1157,2,1,3,2,2,1,2,1,0,0,627,0.14,48,1576.5,533,808,0.21,106,1426,4736,279.518336,14.059772,2425,503
S01012754,High Blantyre - 03,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1244,2,1,3,2,2,1,2,1,0,0,1110,0.15,51,1530,957,1360,0.23,130,984,5548,285.913011,16.068311,2378,562
S01012755,High Blantyre - 04,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,243,1,1,1,1,1,1,1,1,1,0,427,0.27,94,162,107,1411,0.3,167,381,6481,345.04737,19.08112,1861,553
S01012756,High Blantyre - 05,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1501,3,2,3,2,3,2,3,2,0,0,2249,0.14,36,1562,938,3411,0.19,88,1115,4524,193.12874,9.038425,3508,468
S01012757,High Blantyre - 06,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1575,3,2,4,2,3,2,3,2,0,0,1211,0.13,36,1818,1364,1193,0.18,80,1626,5446,520.22967,23.098197,926,444
S01012758,High Blantyre - 07,S02002391,High Blantyre,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2014,3,2,4,2,4,2,4,2,0,0,2220,0.12,42,2116,1709,1689,0.17,91,1939,4872,494.804291,27.115275,1025,548
S01012759,Blantyre South and Wheatlands - 01,S02002392,Blantyre South and Wheatlands,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,768,2,1,2,1,2,1,2,1,1,0,1272,0.21,97,570,395,953,0.25,179,918,5374,309.005985,22.093928,2156,715
S01012760,Blantyre South and Wheatlands - 02,S02002392,Blantyre South and Wheatlands,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,678,1,1,2,1,1,1,1,1,1,0,959,0.2,122,690,963,1292,0.27,274,566,6315,1097.184143,111.473909,163,1016
S01012761,Blantyre South and Wheatlands - 03,S02002392,Blantyre South and Wheatlands,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1844,3,2,4,2,3,2,3,2,0,0,2618,0.15,65,1473,1087,1913,0.16,113,2014.5,4992,278.55649,19.08112,2437,685
S01012762,Blantyre South and Wheatlands - 04,S02002392,Blantyre South and Wheatlands,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2667,4,2,5,3,5,3,5,3,0,0,2085,0.1,38,2754.5,2049,4027.5,0.12,77,2756,3408,122.846416,8.034156,4699,654
S01012763,Blantyre South and Wheatlands - 05,S02002392,Blantyre South and Wheatlands,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1788,3,2,4,2,3,2,3,2,0,0,1457,0.13,29,2025,1054,523,0.17,63,1841,3995,NA,NA,6086,372
S01012764,Blantyre South and Wheatlands - 06,S02002392,Blantyre South and Wheatlands,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1481,3,2,3,2,3,2,3,2,0,0,1802,0.15,76,1378,1065,1299,0.21,153,1513.5,3563,204.119807,15.064042,3344,738
S01012765,Low Blantyre and Bardykes - 01,S02002393,Low Blantyre and Bardykes,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2485,4,2,5,3,4,2,4,2,0,0,2903,0.1,46,2752,2841,1618,0.16,113,2233,2729,381.905284,27.115275,1602,710
S01012766,Low Blantyre and Bardykes - 02,S02002393,Low Blantyre and Bardykes,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1904,3,2,4,2,4,2,4,2,0,0,2501,0.13,76,1926.5,1509,1824,0.19,162,1849.5,1678,80.341556,7.029886,5529,875
S01012767,Low Blantyre and Bardykes - 03,S02002393,Low Blantyre and Bardykes,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5363,8,4,9,5,8,4,8,4,0,0,5476,0.03,10,5676,4327,5749,0.03,17,5755,1104,54.878112,3.012808,6068,549
S01012768,Low Blantyre and Bardykes - 04,S02002393,Low Blantyre and Bardykes,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4822,7,4,8,4,8,4,8,4,0,0,4330,0.06,22,4191,4839,5602,0.03,20,5796,1038,NA,NA,6794,660
S01012769,Low Blantyre and Bardykes - 05,S02002393,Low Blantyre and Bardykes,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4198,6,3,7,4,7,4,7,4,0,0,6073,0.06,18,4259,3145,4649,0.06,26,4945,541,NA,NA,6284,452
S01012770,Blantytre North and Coatshill - 01,S02002394,Blantytre North and Coatshill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3027,5,3,6,3,5,3,5,3,0,0,3802,0.09,49,2944,2008,3033,0.13,107,2712,6037,347.125316,29.123814,1845,839
S01012771,Blantytre North and Coatshill - 02,S02002394,Blantytre North and Coatshill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1988,3,2,4,2,4,2,4,2,0,0,3666,0.14,60,1593,1767,1495,0.18,114,1888,6251,642.356434,41.175047,597,641
S01012772,Blantytre North and Coatshill - 03,S02002394,Blantytre North and Coatshill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,736,2,1,2,1,2,1,2,1,1,0,96,0.17,64,1148,960,571,0.24,154,803.5,4232,170.477839,11.046964,3855,648
S01012773,Blantytre North and Coatshill - 04,S02002394,Blantytre North and Coatshill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1994,3,2,4,2,4,2,4,2,0,0,2397,0.12,64,2152,1265,2421,0.18,150,1780.5,3793,226.886083,19.08112,3009,841
S01012774,Burnbank North - 01,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2286,4,2,5,3,4,2,4,2,0,0,1896,0.11,75,2448,1958,2514,0.16,145,2637,5220,572.941667,53.226281,753,929
S01012775,Burnbank North - 02,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2290,4,2,5,3,4,2,4,2,0,0,1279,0.11,33,2312.5,2012,2397,0.14,57,2806,5492,334.756483,14.059772,1940,420
S01012776,Burnbank North - 03,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1207,2,1,3,2,2,1,2,1,0,0,1004,0.16,76,1240,1266,1691,0.22,161,1237,4087,449.063575,33.140892,1241,738
S01012777,Burnbank North - 04,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4911,7,4,8,4,8,4,8,4,0,0,4518,0.06,41,4253,4192,3525.5,0.07,68,4590.5,5584,257.504987,25.106736,2650.5,975
S01012778,Burnbank North - 05,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1300,2,1,3,2,2,1,2,1,0,0,2559,0.16,78,1252,872,1637,0.24,181,1022,4418,324.831089,24.102467,2018,742
S01012779,Burnbank North - 06,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1239,2,1,3,2,2,1,2,1,0,0,1116,0.14,46,1555,693,1583,0.24,107,1303,4465,419.365265,19.08112,1392,455
S01012780,Burnbank North - 07,S02002395,Burnbank North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,279,1,1,1,1,1,1,1,1,1,0,278,0.21,93,568,350,1417,0.35,245,195,5185,769.227664,54.23055,413,705
S01012781,Burnbank Central and Udston - 01,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2932,5,3,6,3,5,3,5,3,0,0,2909,0.1,38,2803,3379,4317,0.12,80,2711,4102,450.136229,29.123814,1236,647
S01012782,Burnbank Central and Udston - 02,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,209,1,1,1,1,1,1,1,1,1,0,70,0.24,91,306,283,794,0.3,185,346,4757,1154.332701,70.298861,141,609
S01012783,Burnbank Central and Udston - 03,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,516,1,1,1,1,1,1,1,1,1,0,435,0.2,85,651,536,789,0.29,194,512,5064,579.973238,38.162239,740,658
S01012784,Burnbank Central and Udston - 04,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1099,2,1,3,2,2,1,2,1,0,0,1545,0.19,94,765,648,1500,0.23,164,1326,5370,249.68025,18.07685,2759,724
S01012785,Burnbank Central and Udston - 05,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,194,1,1,1,1,1,1,1,1,1,0,115,0.27,112,160,432,1056,0.31,212,280,4523,723.664751,49.209203,478,680
S01012786,Burnbank Central and Udston - 06,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,108,1,1,1,1,1,1,1,1,1,0,418,0.29,131,108,45,1470,0.41,256,165,6935,1163.677299,73.31167,140,630
S01012787,Burnbank Central and Udston - 07,S02002396,Burnbank Central and Udston,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3715,6,3,7,4,6,3,6,3,0,0,2958,0.1,38,2846,3512,4364,0.11,62,3427,6852,124.422764,7.029886,4671,565
S01012788,Burnbank South and Chantinghall - 01,S02002397,Burnbank South and Chantinghall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,625,1,1,1,1,1,1,1,1,1,0,344,0.19,79,784,337,1910,0.26,160,925,3086,336.895502,21.089658,1922,626
S01012789,Burnbank South and Chantinghall - 02,S02002397,Burnbank South and Chantinghall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2230,4,2,5,3,4,2,4,2,0,0,3220,0.12,49,2232,1757,2610,0.14,98,2312,1774,190.869925,13.055503,3539,684
S01012790,Burnbank South and Chantinghall - 03,S02002397,Burnbank South and Chantinghall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5599,8,4,9,5,9,5,9,5,0,0,5922,0.03,16,5746,3768,5174,0.05,43,4959,3809,145.195583,12.051233,4258,830
S01012791,Burnbank South and Chantinghall - 04,S02002397,Burnbank South and Chantinghall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5274,8,4,9,5,8,4,8,4,0,0,6157,0.05,17,4809,4767,4780,0.06,41,4273,3033,70.52454,5.021347,5722,712
S01012792,Burnbank South and Chantinghall - 05,S02002397,Burnbank South and Chantinghall,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2177,4,2,5,3,4,2,4,2,0,0,4510,0.12,65,2122,933,3436,0.15,146,1866,6744,386.257481,37.15797,1576.5,962
S01012793,Whitehill - 01,S02002398,Whitehill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,522,1,1,1,1,1,1,1,1,1,0,75,0.2,104,633,585,997,0.24,176,1238.5,6604,1583.5515580000001,117.499526,65,742
S01012794,Whitehill - 02,S02002398,Whitehill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3599,6,3,7,4,6,3,6,3,0,0,4013,0.1,37,2864.5,3972,4672,0.13,76,2865,5760,232.392931,14.059772,2958,605
S01012795,Whitehill - 03,S02002398,Whitehill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,606,1,1,1,1,1,1,1,1,1,0,269,0.17,103,1156,565,1200,0.29,297,403,5217,256.49318,26.111006,2663.5,1018
S01012796,Whitehill - 04,S02002398,Whitehill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1696,3,2,4,2,3,2,3,2,0,0,1048,0.13,69,1938.5,1842,3153,0.19,154,1705,3670,371.951648,30.128083,1664,810
S01012797,Whitehill - 05,S02002398,Whitehill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,947,2,1,2,1,2,1,2,1,1,0,150,0.13,64,1892,1217,2062,0.25,187,928,2707,266.738234,20.085389,2539,753
S01012798,Bothwell South - 01,S02002399,Bothwell South,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5263,8,4,9,5,8,4,8,4,0,0,5692,0.04,16,5282,4815,5329.5,0.05,38,4768,2043,152.371917,11.046964,4141,725
S01012799,Bothwell South - 02,S02002399,Bothwell South,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5538,8,4,9,5,9,5,9,5,0,0,5778,0.04,18,5022,4545,3889,0.04,34,5024,3130,NA,NA,6636,782
